id,age,name,last_name,sex,married,income,childrens,weight,height
301,68,Jonathan,Andrade,Female,Yes,41919.21738680809,0.0,56.816495938002944,149.71509611870425
302,40,Brittney,Williams,Male,Yes,26888.71608843884,0.0,59.95168382732365,190.01454239777678
303,49,Zachary,Henderson,Male,No,42800.793538517006,1.0,84.3594683214775,162.70335927830752
304,31,Cody,Mcbride,Male,No,46765.15503280853,1.0,83.5058020349327,181.57468863206014
305,36,Shelly,Walter,Female,No,35392.78765723145,,50.479001330158425,170.64093378532255
306,37,Dana,Williams,Male,Yes,-37575.49562978154,3.0,,190.59441718855177
307,34,Nicole,Vance,Female,Yes,44883.5526315875,3.0,81.117643634704,164.33505317489997
308,52,Thomas,Hamilton,Female,No,24018.031486424894,2.0,47.37360762932274,164.7173692980516
309,25,Jasmine,Evans,Male,Yes,39161.28443496759,0.0,87.61789117330552,165.0238014708853
310,20,Rachel,Cervantes,Male,Yes,19764.684455957133,2.0,60.53026522758263,161.95372454892336
311,31,Brian,Solis,Male,No,34338.34017373796,2.0,74.98659307966844,179.9650616561662
312,42,Michael,Nolan,Male,Yes,41757.74490966168,3.0,65.9856957675316,168.62643199497515
313,66,Lisa,Lawson,Male,Yes,38482.37618150809,2.0,85.17221058910812,189.46001040392665
314,23,Matthew,Beck,Female,Yes,39213.375063060324,1.0,47.885057599909565,155.37429062501784
315,27,Robert,Hurley,Female,No,41654.60051324018,2.0,72.22126185861617,167.03151106120222
316,79,Dean,Wade,Male,No,53985.15076797103,3.0,59.209543849709206,180.31671952152203
317,29,Elizabeth,Moon,Male,Yes,44257.64806131693,2.0,87.80170475425048,151.46252200745988
318,23,Kimberly,Allen,Female,Yes,47393.12364245139,1.0,34.35087809184764,152.95173035279242
319,19,Eric,Anderson,Female,Yes,14124.451280704874,2.0,25.592644353196647,161.58546704971394
320,65,Stephen,Black,Male,No,44320.20063888681,2.0,88.48343742017236,174.76260687305574
321,43,Megan,Moore,Male,No,47273.76395220133,2.0,52.053267670698204,170.26775875327425
322,30,Nicholas,Martin,Female,No,23175.207036154457,1.0,11.262210617608012,182.06637448382247
323,61,Eric,George,Female,Yes,43782.67249056247,,67.66142873283005,166.23232559468684
324,24,Scott,May,Male,No,22044.387591390503,3.0,85.32750866501463,182.41041495213292
325,71,Kyle,Morgan,Male,No,29137.14545800636,3.0,90.61853443054716,178.25036761223657
326,72,Ryan,Hernandez,Male,No,,0.0,90.2804819302508,182.43094873328354
327,69,Carrie,Wilson,Male,No,58923.54260246146,0.0,77.97404873380142,196.59175074906153
328,67,Jonathan,Fitzgerald,Female,No,32740.374590791485,3.0,73.52232654457579,172.3636582288627
329,28,Amber,Moss,Female,No,20691.12042487391,2.0,69.13102901552215,147.23966211676668
330,34,Maureen,Byrd,Female,No,44350.283620932,2.0,40.16557247972421,148.39041044090604
331,44,David,Vasquez,Male,Yes,51684.02040198194,1.0,82.04853525371644,179.05276717537743
332,54,Eugene,Barton,Male,No,31787.98975618356,2.0,93.07610259148785,168.70932776573517
333,52,Kenneth,Beltran,Male,No,49248.41645451315,2.0,93.74361207939455,175.68741274083365
334,68,Jason,Weber,Male,Yes,38765.39431810522,1.0,84.55107894872445,183.95371883857135
335,56,Yvette,Brown,Female,No,43742.57866858652,3.0,80.39805770548722,158.33595878986418
336,60,Charles,Randall,Female,Yes,42167.93733591634,2.0,57.53899069376196,174.73705082913557
337,79,Carla,Estes,Male,No,47489.08472214003,2.0,46.41560377734175,165.6201960728976
338,78,Amanda,Oliver,Male,No,,0.0,86.74844051898856,165.17101943375022
339,23,Aaron,Greene,Male,Yes,8606.911793102354,1.0,64.86082089026829,173.2641617201807
340,49,Renee,Thompson,Male,No,64029.63426286353,1.0,86.92584459804762,171.89350707916395
341,36,Walter,Lopez,Male,Yes,43289.37445792064,2.0,76.7628051305706,178.44311941440503
342,69,Jerry,Fuentes,Male,Yes,47894.501020068,3.0,93.64806227370659,178.04740407003067
343,23,John,Rogers,Male,Yes,34144.180048556,1.0,73.00704852784759,187.12287391986183
344,19,Joshua,Richardson,Male,Yes,36217.81529873465,3.0,60.723762970941166,184.3124462902993
345,45,Jerry,Walker,Male,No,31265.97991710023,1.0,97.2198746048682,161.88743055611909
346,63,Lori,Petty,Male,Yes,49065.686786589715,1.0,,
347,44,Greg,Cooper,Male,No,42051.42668691145,2.0,,156.33064371315183
348,24,Andrew,Mcclure,Female,Yes,50504.033556222144,1.0,77.03822813490578,162.33089450214484
349,61,Caroline,Murphy,Female,Yes,36361.973546129324,,59.424213527485854,161.54889476642379
350,45,Alexandra,Lambert,Male,No,28696.44077709135,1.0,89.37777109510286,164.03960791274963
351,38,Michael,Holmes,Male,Yes,-29203.0442981207,2.0,73.85926592436763,175.15039517644695
352,55,Jenna,Carpenter,Male,No,37306.80020971102,2.0,96.08164960014228,181.73791681464792
353,30,Rachael,Phillips,Female,No,42462.10222085903,0.0,63.87304478496161,166.7873693466814
354,28,Jessica,Black,Male,No,35667.930498546804,3.0,121.27171667361912,154.58021518928018
355,58,Alyssa,Higgins,Male,No,38842.194391063094,1.0,87.26017748482788,197.11830594503806
356,28,Paul,White,Male,Yes,43365.514283721124,2.0,63.918921668770565,178.98962492407034
357,54,Kelly,Carrillo,Female,Yes,34624.58009978073,1.0,74.40558627398651,159.64711820506525
358,46,Brittany,Rocha,Female,Yes,32899.1389585524,2.0,82.42222239216304,155.92664132078158
359,46,David,Hodges,Female,No,35050.9150209865,0.0,105.94592890679789,143.982553239555
360,66,Rachel,Thompson,Female,No,43185.283570550826,1.0,88.2847986235358,167.48669090518
361,71,Cheryl,Collins,Male,Yes,-32231.665742479257,1.0,84.07552764989393,188.92398274940263
362,47,Pamela,Patrick,Female,Yes,39497.786928529866,0.0,54.35049259124056,176.78174747386987
363,39,Ryan,Harris,Female,Yes,50338.301413323985,0.0,29.314600342193927,151.39890897146495
364,67,Nicholas,Lynch,Female,No,32736.55882102523,3.0,60.523460606324335,168.06232182298731
365,18,David,Gutierrez,Male,Yes,41354.665091963696,1.0,97.15366868215023,182.84693579955845
366,41,Todd,Martinez,Female,Yes,-23931.83378574427,2.0,60.18605671358261,144.18049564269893
367,78,Joanna,Lewis,Female,No,44661.25227855647,1.0,63.25480719663517,159.53974194102673
368,55,Douglas,Miller,Female,Yes,35651.246208319615,1.0,76.23686636775784,155.98706604275756
369,56,Jason,Parrish,Female,Yes,,3.0,68.48274006087198,
370,77,Angela,Morse,Male,No,37674.485449036336,0.0,98.02239200547925,163.20417290705555
371,59,Brad,Carey,Male,Yes,45233.270094198684,2.0,86.71798615234027,174.81842853655618
372,22,David,Thomas,Male,No,24470.86924580785,0.0,76.24167934548082,163.46853032089453
373,79,Sarah,Brown,Male,No,47555.281550031206,2.0,86.79331646627283,181.85481030386526
374,79,Erica,Scott,Male,No,48538.22121835447,3.0,92.02966488371985,
375,22,Ryan,Andrade,Female,Yes,39322.645162312445,3.0,45.59289969084212,167.7057758611961
376,46,Susan,James,Male,No,33283.876060237424,3.0,85.11654749642435,151.84626509654007
377,30,Rebecca,Russell,Male,No,33867.5538965536,2.0,76.63012959035184,176.0200417917993
378,27,Courtney,Pope,Female,No,33091.53229094371,3.0,44.40679457940588,159.28256111412554
379,65,Catherine,Alvarez,Female,No,17964.27097452128,3.0,80.45955655059194,153.18192277380098
380,27,Robin,Sanchez,Male,No,38585.65766020596,1.0,100.89163042961117,173.5843537364211
381,30,William,Burke,Female,No,27321.169171044832,,71.64895330715473,159.48833448516802
382,46,Megan,Robertson,Male,Yes,15614.719511781273,1.0,88.34150082404145,174.9254370682068
383,69,Karen,Walsh,Female,No,48183.82238030965,1.0,73.37926519962623,155.82579108894848
384,35,Jonathan,Owen,Female,No,32992.45979083454,0.0,65.39561291182746,142.572293614734
385,74,Zachary,Ward,Male,Yes,31181.832583296753,3.0,64.2664476012936,175.23414353893642
386,33,Jeffrey,Cook,Male,No,30162.526799906213,3.0,94.01530452695049,202.5460989997578
387,77,Jessica,Leonard,Female,Yes,54162.60911110724,2.0,64.34176187361946,152.68384697673642
388,80,Timothy,Caldwell,Male,Yes,33504.69970866065,1.0,81.71679027022506,152.56936020325008
389,80,Kevin,Owens,Male,No,42389.85646642572,3.0,131.5849921135011,166.49713820622358
390,56,Leslie,Hess,Male,Yes,30950.390917687168,3.0,74.5556031804124,162.2028622109916
391,35,Sheri,Nguyen,Male,No,44034.159159091905,0.0,99.67830476804616,174.0064707716441
392,57,Richard,Cook,Male,No,41479.22173528472,0.0,161.03914889302825,162.91283558179043
393,76,Bobby,Perez,Female,Yes,42512.71460513546,0.0,86.97683408154933,156.84484094866153
394,30,Jennifer,Thomas,Male,No,38415.84947754728,3.0,92.39376561296939,179.68628426874747
395,73,Dustin,Harris,Female,Yes,48426.848968384635,1.0,65.53604878124438,156.90802918421824
396,56,Russell,Cook,Male,Yes,47760.223347955674,0.0,103.36331611993954,195.27487619198683
397,27,Chad,Richards,Male,No,35922.672106466365,1.0,20.526696831857862,174.2781798664378
398,77,Victoria,Ross,Male,Yes,56978.18112181939,0.0,77.08596566070393,174.7755235918094
399,38,Autumn,Guzman,Female,Yes,38351.55856833885,0.0,63.11057973495453,159.86009238246967
400,71,John,Drake,Male,No,52599.4819852358,3.0,76.99466846033046,189.2199212962886
401,34,Christopher,Garner,Male,No,42217.559795706744,0.0,70.69070546857111,173.3669874655062
402,77,Steven,Stephenson,Male,Yes,50269.082688027614,2.0,89.052877399345,182.81620656047045
403,65,Tara,Wood,Male,Yes,33461.176270081574,0.0,,
404,36,Michael,Raymond,Male,No,40864.54972782746,0.0,76.63946125163221,166.83825716610858
405,18,Stacy,Wade,Female,No,36199.70308722892,3.0,63.04228075971105,162.78461554632952
406,46,Joseph,Cook,Female,Yes,18407.326636851423,2.0,74.09130387477313,174.6297649293569
407,57,Gregory,Hernandez,Female,Yes,38409.38331361848,2.0,75.2825554846439,154.71580688362002
408,49,David,Gonzalez,Male,Yes,47168.58657189722,1.0,71.64925588307919,182.74741729650444
409,65,Pamela,George,Female,Yes,14854.973657639264,1.0,60.01872751115558,146.8714100841289
410,58,Jeremy,Brown,Male,Yes,30446.990275059055,1.0,85.53141088014658,174.64552815828955
411,50,Craig,Lloyd,Male,Yes,26900.847750740446,1.0,84.04565289449673,161.3724084391064
412,32,Debbie,Wood,Male,No,28098.885762480495,1.0,73.67737219146109,177.472862700309
413,43,Evan,Williams,Female,No,37452.839281650224,3.0,57.61145540880711,159.92144811439155
414,71,Mitchell,Lambert,Male,No,44517.27527023048,,93.361104465535,169.04187878764614
415,74,Dalton,Cruz,Female,No,47910.02276432471,1.0,69.36005742470441,140.22753426122145
416,38,Carlos,Young,Male,Yes,32717.582907930944,1.0,75.36050737307708,190.67210091063154
417,73,Juan,Reed,Female,No,60391.628254835836,3.0,82.4255344736032,162.38101295981983
418,45,Manuel,Gregory,Male,No,46984.0330344509,0.0,83.6777764823126,168.72342354583705
419,62,Jeremy,Kelly,Male,No,51392.297939794094,2.0,82.93639194470187,172.28607478905997
420,77,April,Ward,Male,No,34289.14040825414,3.0,65.1324066588072,177.57565381551817
421,72,Jacob,Sweeney,Female,Yes,40818.78217952929,0.0,74.338649630081,147.9594925561637
422,70,Douglas,Jimenez,Male,No,24201.170157861852,3.0,97.43018765325348,167.38438902808699
423,52,Benjamin,Torres,Male,No,32716.809047115952,1.0,55.26930066272235,178.5309227717083
424,28,Amanda,Stokes,Male,Yes,32261.676953199367,3.0,76.0585884261287,177.34898817191856
425,34,Joanne,Smith,Female,No,40654.40699691974,,61.428539262879276,157.7244140928412
426,52,Melissa,Robinson,Male,No,54856.37114449836,3.0,99.82898296452866,164.8823714816013
427,61,Jesse,Campbell,Male,Yes,40437.76173192954,2.0,79.91537871980262,176.1420634710249
428,48,Melinda,Knight,Male,No,32559.169927706596,3.0,71.19381982682935,164.86418266422612
429,27,Kaitlyn,Larson,Male,No,37383.04525963165,,68.40475676797357,171.98847641270768
430,36,Tracy,Hicks,Male,No,47391.55695781901,0.0,83.48013298088196,167.11310702572163
431,30,Wayne,Manning,Female,No,33650.19654409367,0.0,45.81047522758385,175.81862296092805
432,45,Joshua,Farrell,Male,Yes,31538.18422165864,3.0,106.79144795685644,168.71584325164713
433,80,David,Ortiz,Male,No,52945.42004348452,2.0,86.11616931566932,177.3140973196447
434,45,Michael,Fitzgerald,Male,Yes,39764.48868679578,1.0,80.92343735880971,165.62826387471222
435,29,Lisa,Patterson,Male,No,34623.79822197384,0.0,87.09429832398204,162.35035801978097
436,38,Alexa,Christensen,Female,No,60817.30851883637,3.0,51.74321099211986,166.54415401074124
437,28,Brian,Bass,Male,No,43208.45148718366,2.0,99.4018063719982,172.23653866107549
438,27,Lisa,Schneider,Male,No,21701.259790321626,3.0,75.25080696397643,177.28941294621885
439,50,Dustin,Ferrell,Female,No,51835.40641116921,3.0,54.03715473804146,165.1608612852318
440,25,Devin,Nelson,Male,No,23098.58489289497,2.0,63.811953096913584,175.47619003757865
441,61,Carrie,Baker,Male,No,54160.44358495347,3.0,133.34311236088826,
442,29,Joshua,Williams,Male,Yes,29862.23366916241,2.0,75.14594084107138,182.04098081769263
443,78,Andrew,Gibson,Female,Yes,50153.60062415102,2.0,114.43621295541584,173.46359398795755
444,38,Stefanie,Jackson,Female,No,,1.0,29.114096387809624,152.38739310718964
445,71,Jeffrey,Paul,Male,Yes,58572.37263340088,,93.11452039423371,174.57143857702027
446,27,Matthew,Rodriguez,Female,Yes,16335.838691852006,3.0,72.096806360528,152.86331656241646
447,43,George,Parsons,Male,No,33021.048675707294,1.0,96.70233046329906,189.03207407254962
448,70,Lucas,Stevens,Male,Yes,41959.36083839763,0.0,56.9590294701637,179.11525024744012
449,58,Larry,Sanchez,Female,No,39419.29209024902,0.0,36.062623626217984,145.45623841016388
450,52,Mark,Brown,Male,Yes,39000.64520174192,1.0,80.46299758904337,173.88329084532043
451,28,Spencer,Cohen,Male,No,9879.73705326079,3.0,98.807362994075,171.6567333995496
452,42,Chelsey,Franco,Female,No,41959.37512703648,0.0,77.42708320483442,152.29234802803367
453,71,Carly,Blevins,Female,No,30640.825581878857,0.0,74.14710649859265,147.3826673398357
454,80,Christopher,George,Female,Yes,62711.08441061442,0.0,77.17391588859913,161.42937343589668
455,73,Michael,Mullen,Female,Yes,31538.225504808797,3.0,65.85351588024605,157.90225760675193
456,64,Samantha,Charles,Male,Yes,39615.63956302222,1.0,91.2629338012541,186.14011075185982
457,33,Emily,Mckinney,Male,Yes,44014.20499545841,0.0,74.21596728471246,161.97571846104648
458,64,Christopher,Davis,Male,Yes,22806.677034215434,2.0,83.22876595197665,177.29052619583257
459,67,Chad,Hess,Male,No,,0.0,79.21742593242807,165.74458823001183
460,54,Roger,Hobbs,Male,No,45411.96870156315,3.0,81.10992559996144,174.7387766013304
461,75,Joel,Summers,Male,Yes,52463.65403387081,2.0,74.16293576122321,171.30550810566652
462,48,Ryan,Romero,Male,Yes,48873.071323202974,2.0,53.57040555177707,162.69975297676223
463,18,Daniel,Evans,Male,No,42390.277775285336,0.0,70.24244557732698,171.21179876789003
464,42,Mary,Gomez,Male,Yes,30539.495188605284,2.0,87.26521668110574,172.10752346473018
465,67,Suzanne,Hanna,Female,Yes,48077.52460901743,2.0,68.89788337890148,159.0380777059444
466,69,Gary,Anderson,Male,No,39357.41705754345,3.0,70.78223862716898,169.69888968742072
467,27,Kelly,Stephens,Female,No,6652.213104444589,0.0,,
468,20,George,Lambert,Female,No,34666.465406625466,1.0,57.609003431335154,140.43890719106028
469,53,Jacob,White,Female,No,27937.143576894843,2.0,61.007746152560024,166.30522510111442
470,68,Erin,Davis,Female,No,39080.0867624811,3.0,66.18455707179928,149.84613962881977
471,39,Thomas,Richmond,Male,No,41524.28594901658,1.0,70.74069991821555,173.50850807112468
472,48,Christopher,Griffin,Female,No,33353.312792553996,0.0,50.52815285390317,156.17982427017478
473,64,Daniel,Schneider,Male,Yes,47614.21388222375,2.0,76.00846299790805,170.4120267882882
474,30,Jason,Mccormick,Male,Yes,18704.526965603174,3.0,79.96937867650024,164.59248717870793
475,28,Austin,Ali,Female,Yes,28656.028912997994,1.0,69.00110157166614,145.66091748224812
476,19,Anthony,Anderson,Male,No,22946.14453003438,0.0,86.34282690394049,193.19630939045666
477,44,Michael,Carrillo,Female,No,51642.738498901,3.0,61.781196496370114,150.16313727217957
478,33,Martha,Williamson,Male,No,50671.32178387014,2.0,55.019209431193346,173.26038084781777
479,22,Travis,Mitchell,Male,No,8792.128842219965,2.0,120.93169177853486,168.32370811609286
480,77,Adam,Smith,Male,No,54050.5142362912,2.0,67.62143911666317,186.93540629097092
481,55,Lisa,Taylor,Female,No,31490.59241506321,2.0,60.26839213902366,157.12489450763525
482,20,John,Durham,Male,Yes,31106.63244929195,3.0,72.25152040505834,182.2527319896173
483,76,Jamie,Ramsey,Male,Yes,35338.985362733016,2.0,82.35627490412381,165.91668016148108
484,72,Amanda,Martin,Female,Yes,45962.723204198846,0.0,85.9327722250002,162.2187965011139
485,33,Kevin,Garcia,Male,No,27352.648688445497,1.0,80.02286620491897,182.31951229371984
486,43,Shane,Pitts,Male,No,60022.79211960462,2.0,86.03361555168863,156.95530774942023
487,34,Kathy,Ponce,Male,No,41720.30901685776,3.0,77.40335573903894,183.50554129850093
488,77,Mary,Waters,Female,Yes,47931.319558338306,1.0,51.791724858063986,165.58119576035642
489,27,Michael,Gonzalez,Male,No,27791.833006631383,0.0,84.04859414551377,167.5793725203117
490,52,Darren,Faulkner,Female,Yes,51902.24248194548,3.0,116.51802713423639,159.8342738880837
491,26,Leah,Moore,Male,No,27721.245384428486,1.0,85.7233047990834,176.4707894747508
492,39,Michelle,Oneill,Male,No,27133.540434304537,,74.35768728667658,175.19392019767514
493,28,William,James,Male,No,17674.249710139367,2.0,98.25078891947979,189.56696295042076
494,45,Cathy,Cox,Male,No,20904.648194225418,3.0,70.57637615420029,175.7330025010562
495,54,Brian,Mcmahon,Male,Yes,54019.948274867085,,98.57278194894047,190.34665845068247
496,47,James,Evans,Female,No,15739.976617497949,,89.53147528697178,160.57666473646606
497,74,Angel,Davis,Female,Yes,41170.234062252566,0.0,54.82617291306475,155.42195642812098
498,19,Michelle,Smith,Female,No,23008.954550946524,0.0,54.08816117100031,163.46040781201745
499,38,David,Duncan,Female,No,47227.27385701443,2.0,57.48024351316346,174.87763299808142
500,43,Thomas,Thompson,Female,Yes,34225.67899795697,0.0,55.490299920205146,171.5954071102777
501,60,Eduardo,Ortiz,Male,No,44883.58176997377,3.0,66.8592375978523,171.09642336711096
502,22,Arthur,Smith,Female,No,9551.6170843035,1.0,63.48440646663594,154.7092598770163
503,78,Jennifer,Baker,Male,No,61406.19561260998,3.0,84.22267638065502,188.15524867324285
504,28,Laurie,Rojas,Male,Yes,41678.15177249263,,90.80383505682954,187.28387129510628
505,69,Hannah,Fuller,Male,Yes,39575.91848469882,0.0,70.92913770722359,175.68560375742734
506,58,Justin,Rogers,Male,No,,3.0,75.53335099901977,178.85593956393834
507,36,William,Franklin,Male,No,29857.427691535093,1.0,91.12174240337048,184.8565880123324
508,67,Brandon,Jackson,Female,Yes,26253.391784380117,1.0,61.53160232027052,173.260164011778
509,46,Jordan,Michael,Male,Yes,40252.60601547028,0.0,119.13745507081427,161.7249278421775
510,52,Michele,Logan,Female,Yes,46934.74229895687,1.0,92.31340389474012,161.06177148222145
511,51,Travis,Williams,Male,No,49636.30251963888,3.0,88.0485903854947,183.7979484532198
512,55,Janice,Lin,Male,No,52553.35383131857,,35.416423046919725,168.12612439100636
513,27,Paul,Blanchard,Male,No,35388.45815291053,1.0,92.46355725525233,171.14135595935522
514,57,Kim,Owens,Male,Yes,28393.044821763913,0.0,60.6436089794998,180.6320773748977
515,41,Monique,Wilson,Male,Yes,37277.7283286613,3.0,72.0976200068198,172.2817287792243
516,26,Eric,Henry,Male,Yes,42191.93660958504,,93.74781046070053,184.13634577888456
517,27,Ruth,Gray,Female,No,29690.19735480262,1.0,37.679188353380994,165.9671084437471
518,28,Victoria,Matthews,Female,No,30753.27537362915,0.0,65.32335312832359,155.39283062434487
519,40,Christine,Gray,Male,Yes,35125.217548997796,3.0,80.36538219992629,179.6415401690961
520,33,Christopher,Santiago,Male,Yes,39846.05060158446,3.0,77.44009025599193,185.0508459101443
521,57,Jessica,Snyder,Male,Yes,52134.948788528425,1.0,74.21381944209422,166.15865439213755
522,66,Mary,Wilkins,Male,Yes,52266.056872493755,3.0,82.55171828459666,177.34465832790016
523,25,David,Armstrong,Male,Yes,7509.0216684533225,3.0,90.41309487678637,171.0713156308047
524,50,Valerie,Coleman,Male,No,37468.45339649462,0.0,,178.2788910467808
525,53,Matthew,Houston,Female,No,38171.55485774636,2.0,60.229255114570286,167.4791046501361
526,70,Michelle,Everett,Male,Yes,36033.711336131826,0.0,94.33725354207536,164.41567676213492
527,70,Tara,Johns,Female,No,60795.34220491929,2.0,4.579595344233802,163.63768959669855
528,64,Kelli,Mitchell,Female,Yes,38401.17121963873,1.0,54.76118827478425,148.541882758844
529,44,Gwendolyn,Berry,Male,Yes,32110.335327440058,,115.86784046714985,179.5415509113962
530,39,Renee,Mcdonald,Male,No,23459.538841629987,1.0,57.978826233333706,183.19124312075996
531,50,Tina,Russell,Female,No,43517.28997989615,2.0,66.14901212230403,176.17957809513504
532,80,Ashley,Woodward,Male,No,48149.21721568024,1.0,80.46641065643492,178.13808250817084
533,20,Arthur,Kelly,Female,Yes,17137.980266139384,1.0,60.80417562497147,170.05148190347285
534,76,Alyssa,Miller,Female,No,34511.46228410638,3.0,124.41224929057888,168.7517729349679
535,36,Tanya,Lopez,Male,No,41745.55142140471,0.0,63.40954789278544,153.3811058125818
536,19,Jesus,Davis,Female,No,24866.27865255996,3.0,75.4009943499503,152.35499866405593
537,62,Julie,Smith,Male,Yes,31257.773527558806,3.0,68.22067934468822,159.94218905686532
538,67,Lori,Bonilla,Female,No,26491.60481810847,1.0,83.24947673969835,159.41348733686723
539,47,Christina,Schmitt,Male,No,30801.60249648382,0.0,56.0794641202085,173.11146306433298
540,38,Madeline,Sharp,Male,No,34314.81729938097,0.0,71.47670169601835,171.5571323089509
541,21,Luis,Schneider,Male,No,,3.0,5.477222409511739,160.59979959620784
542,37,Jessica,Lee,Female,No,21052.49667069574,0.0,84.80769377472481,150.141422451191
543,42,Robert,Cordova,Female,Yes,21990.107607103513,3.0,57.903420492476,149.0108550740461
544,27,Samantha,Lopez,Female,Yes,42544.116710417184,2.0,68.10785579623071,148.8442685977248
545,26,George,Perez,Female,No,50428.33955751665,2.0,,
546,72,Kimberly,Travis,Male,No,47565.48210004643,2.0,115.75945780551365,165.14125159540356
547,22,Cheryl,Castro,Male,Yes,33990.566219196226,2.0,62.58656709051067,171.08723387309055
548,61,Samantha,Smith,Female,No,29770.004708777044,2.0,50.16895950985507,185.37160227310218
549,26,Norma,Bernard,Male,Yes,31609.596370357795,,70.19678049126328,179.34216105522637
550,76,Melissa,Curry,Female,No,48595.81860449567,1.0,99.75525434051372,160.38726025310456
551,63,Zachary,Hernandez,Female,No,50215.08202711986,1.0,73.05179957985519,170.02315823420048
552,67,Jeremy,Greene,Male,No,38734.84346501132,0.0,115.422446287323,181.7491009307612
553,41,Ray,Gray,Female,No,20502.79298417023,1.0,52.31352710995655,141.31279503983825
554,68,Ellen,Weber,Male,Yes,35264.245676234896,3.0,86.6236708921848,169.879829945469
555,68,Jasmine,Ruiz,Female,No,40271.00110076274,2.0,73.03154859039732,171.4546836365657
556,54,Erin,Callahan,Male,No,35631.76197878769,0.0,76.81390133990872,181.61944088655326
557,31,Michael,Murphy,Male,No,36815.5235675945,0.0,90.70992841993545,175.47722100447083
558,45,Victor,Beck,Male,No,19993.09310021276,3.0,84.02992212612085,166.7531066410923
559,56,Teresa,Castro,Male,No,40305.00042552444,1.0,68.2388902468029,166.0592639467965
560,65,Kelly,Spence,Female,Yes,28450.307813434905,1.0,52.65352876323665,150.10892420737073
561,57,Pamela,Conner,Female,No,38637.281696926584,3.0,64.12275719383517,162.79448819599753
562,34,Amy,Thomas,Male,Yes,37592.61623025805,3.0,77.71545502960879,168.02269760840986
563,42,Angela,Rodriguez,Male,No,48878.09563642919,1.0,89.41149254449974,167.38771475942184
564,58,Kimberly,Castro,Male,No,26397.18546028865,0.0,58.221409901745744,173.58655928577627
565,65,Eric,Gonzalez,Female,No,36349.74087702726,3.0,74.10688723076562,158.25723377050585
566,66,Mackenzie,Wright,Male,No,46723.86432343514,0.0,85.43830033566977,177.2744417470182
567,30,Elizabeth,Sanchez,Female,Yes,36955.06847054967,2.0,65.13187302251212,167.25467029656548
568,48,Tim,Cruz,Male,Yes,23228.879691104812,2.0,68.67432430050371,181.5672957622164
569,34,Jeffrey,Miller,Male,Yes,32672.72247590213,0.0,,142.71549983030962
570,46,Nicholas,Nguyen,Male,No,35460.0201735199,3.0,71.19885364511566,179.3194343389665
571,22,Nancy,Sloan,Male,No,25835.18609734952,0.0,88.2162288293438,178.24755739638803
572,80,Douglas,Foster,Male,No,42926.54556388846,2.0,87.27878079496944,191.53358911816824
573,21,Maria,Roach,Male,Yes,30712.36747254648,1.0,54.17835598064357,191.49233389424853
574,76,Ryan,Smith,Male,Yes,57879.278904903054,3.0,66.29925542212112,195.2155067520169
575,47,Jennifer,Anderson,Female,Yes,49054.30737096091,0.0,74.05145147238511,151.13143904851438
576,60,Helen,Walker,Female,Yes,54294.88248587405,1.0,121.69616427484009,165.60178051014535
577,22,Amy,Ellis,Male,No,44916.53735033689,1.0,70.46227623439084,164.46827695283164
578,75,Edward,Barrett,Female,No,67865.70942110695,1.0,63.899753747636986,159.8735520828584
579,21,Charles,Crawford,Male,Yes,47255.42467433911,0.0,78.834264058453,173.5949415720249
580,36,Karen,Glover,Female,Yes,17805.72655764153,1.0,44.20007543005257,173.53740798470596
581,63,Amanda,King,Female,Yes,31202.234798332865,3.0,35.27641205250556,147.89246687813764
582,68,Justin,Chavez,Male,Yes,36397.84741560813,0.0,95.02873617564116,205.5104415948997
583,74,David,Arellano,Female,Yes,53107.911836956686,1.0,131.3950765940755,148.19809132548664
584,24,Kurt,Garcia,Male,No,29677.916336081234,2.0,73.72260120932607,179.34834670948203
585,40,Jamie,Baker,Male,Yes,32481.67370920045,0.0,102.24483887146812,176.90786136988947
586,73,Melissa,Wilson,Male,No,25775.998886208014,0.0,90.51790222033824,181.53712989979167
587,36,Kayla,Harris,Male,Yes,18157.18476249489,0.0,84.63424866792788,160.66845586708826
588,35,Johnny,Sawyer,Female,Yes,25340.981355834687,2.0,64.01152135523515,164.17308979708966
589,67,Andrew,Smith,Male,Yes,35393.98276769521,3.0,89.42288306461343,158.72315914453074
590,22,Daniel,Gomez,Male,No,30048.29345322428,3.0,88.42535009531001,199.13893578563545
591,18,Felicia,Gomez,Male,No,23453.711220331264,0.0,65.32659198712622,179.9610242508811
592,45,Dustin,Smith,Male,No,50129.75606836226,0.0,92.79741435371102,189.790807247778
593,48,Julia,Mcgrath,Female,Yes,32778.00527913998,3.0,64.77730262810545,156.4397172234433
594,57,Mark,Bond,Male,No,,0.0,86.48248896038903,182.47841729204248
595,48,Leslie,Bell,Female,No,37628.13776070061,3.0,53.11106668363604,148.96396921681242
596,66,John,Love,Male,Yes,50519.461338748835,2.0,142.52295692055594,167.58902067228806
597,21,Daniel,Allen,Male,Yes,39204.814535483325,1.0,,
598,72,Aaron,Lester,Male,Yes,64439.015560025466,2.0,66.50968520104026,172.7098386960908
599,29,Kathryn,Campbell,Female,No,52479.49789142073,1.0,22.117185615552977,150.73972257950737
600,69,John,Mack,Female,No,47706.91856202482,3.0,71.83545963851134,160.80509475792715
601,35,Kyle,Alvarado,Female,No,15701.904134101602,1.0,59.34809356588731,183.87911002372886
